Year,Position,Name,ALRAS,RAS
2018,WR,Braxton Berrios,5.73,5.69
2019,WR,Royce Caldwell,5.69,5.69
1993,WR,Travis Hannah,4.04,5.68
2017,WR,Kendyl Taylor,6.05,5.68
2017,WR,Austin Duke,6.01,5.68
1992,WR,Lee Miles,3.8,5.67
1996,WR,Mike Horacek,3.33,5.67
2017,WR,Manny Stocker,6.03,5.67
2019,WR,Floyd Allen,5.67,5.67
2015,WR,Stefon Diggs,6.21,5.66
2011,WR,Marshall Williams,5.43,5.65
2013,WR,Erik Highsmith,6.03,5.65
2018,WR,Keke Coutee,5.73,5.65
1999,WR,Craig Yeast,3.63,5.64
2012,WR,T.J. Graham,5.75,5.64
2013,WR,Quinton Patton,5.72,5.64
2014,WR,Alex Neutz,5.77,5.64
2017,WR,Cameron Posey,5.95,5.64
2013,WR,Stedman Bailey,5.89,5.63
2019,WR,Deondre Douglas,5.63,5.63
1991,WR,Slip Watkins,3.44,5.62
2017,WR,Rashard Davis,5.88,5.62
2018,WR,Shay Fields,5.71,5.62
2006,WR,Anthony Mix,4.68,5.61
1996,WR,Ray Lucas,3.67,5.6
2019,WR,Joel Blumenthal,5.6,5.6
2009,WR,Marko Mitchell,5.04,5.59
2015,WR,Andrew Turzilli,6.27,5.59
2015,WR,Daniel Brown,6.14,5.59
2018,WR,Armanti Foreman,5.67,5.59
1998,WR,Pat Palmer,2.54,5.58
2015,WR,Jake Kumerow,6.25,5.58
2018,WR,Trent Bostic,5.62,5.58
2007,WR,Marquay McDaniel,4.77,5.57
2016,WR,Darrin Peterson,6.07,5.57
2017,WR,JoJo Natson,5.8,5.57
2018,WR,James Washington,5.63,5.57
2018,WR,Kamathi Holsey,5.64,5.57
2011,WR,Jerrel Jernigan,5.59,5.54
1987,WR,Gary Lee,2.97,5.53
2017,WR,Keelan Cole,5.94,5.53
2019,WR,Ventell Bryant,5.52,5.52
2008,WR,Matt Slater,4.56,5.51
2009,WR,Jarett Dillard,5.11,5.51
2011,WR,Dane Sanzenbacher,5.13,5.51
2014,WR,Devon Bailey,5.82,5.51
1988,WR,Andy Schillinger,3.12,5.5
2009,WR,Taurus Johnson,5.2,5.5
2009,WR,Demetrius Byrd,4.76,5.49
2014,WR,Jeremy Gallon,5.99,5.49
2016,WR,Paul Turner,6.11,5.49
2017,WR,Bralon Cherry,5.96,5.49
2016,WR,Brandon Shippen,6.08,5.48
1995,WR,Chris Jones,2.92,5.46
2004,WR,Derek Abney,3.84,5.46
1990,WR,Mike Farr,2.89,5.45
1992,WR,Charles Davenport,3.1,5.45
2012,WR,Elvis Akpla,5.46,5.45
2018,WR,Javon Wims,5.53,5.45
2008,WR,Kenneth Moore,4.8,5.44
2010,WR,Shay Hodge,5.2,5.44
2019,WR,Austin Fort,5.44,5.44
2008,WR,Dorien Bryant,5.16,5.43
2014,WR,Kyle Harbridge,5.84,5.42
2010,WR,Dexter McCluster,5.18,5.41
2013,WR,Chad Bumphis,5.83,5.41
2017,WR,Carrington Thompson,5.65,5.41
2006,WR,Clinton Solomon,3.9,5.4
2015,WR,Mario Alford,5.72,5.4
2017,WR,Al Riles,5.83,5.4
2009,WR,Jordan Norwood,4.93,5.38
2016,WR,Mose Frazier,5.91,5.38
2019,WR,Sean Modster,5.38,5.38
2019,WR,Cory Contini,5.37,5.37
2015,WR,Rashad Greene,5.88,5.36
2016,WR,Chris Brown,5.95,5.36
1995,WR,Roell Preston,2.08,5.35
2004,WR,Lane Danielson,4.08,5.35
2008,WR,Lavelle Hawkins,4.62,5.35
2013,WR,Zach Rogers,5.69,5.35
2017,WR,Colby Pearson,5.79,5.35
2017,WR,Jalen Latter,5.68,5.35
1991,WR,Harlan Davis,2.91,5.34
2003,WR,Bobby Wade,3.38,5.34
2018,WR,Damari Scott,5.42,5.34
2019,WR,Matthew Eaton,5.34,5.34
1998,WR,Kio Sanford,2.94,5.33
2002,WR,Kendall Newson,3.42,5.33
2007,WR,Jayson Swain,4.21,5.33
2016,WR,Tajae Sharpe,5.74,5.33
2009,WR,Deon Butler,4.65,5.32
2017,WR,Teldrick Morgan,5.71,5.32
1992,WR,Darron Johnson,2.82,5.31
2006,WR,Jovon Bouknight,4.05,5.31
2011,WR,Titus Young,5.46,5.31
2017,WR,Ramon Vargas,5.58,5.31
2017,WR,KeVonn Mabon,5.7,5.3
2012,WR,T.Y. Hilton,5.42,5.29
2019,WR,Terry Godwin,5.29,5.29
1990,WR,Willie Green,2.74,5.27
2014,WR,Jeremy Butler,5.8,5.27
2018,WR,Devonte Boyd,5.35,5.27
1987,WR,Charles Lockett,3.31,5.26
2004,WR,Justin Jenkins,3.96,5.26
1988,WR,James Milling,2.61,5.25
2015,WR,Devin Funchess,5.77,5.25
2016,WR,Kieran Duncan,5.74,5.25
2019,WR,Kwadarrius Smith,5.25,5.25
2013,WR,Kenbrell Thompkins,5.48,5.24
2015,WR,Marcus Beaurem,5.86,5.23
2017,WR,Geno Lewis,5.61,5.23
1999,WR,Tony Small,2.98,5.22
2019,WR,Deonte Harris,5.22,5.22
1989,WR,Everett Ross,3.51,5.21
2005,WR,Dante Ridgeway,3.29,5.21
2017,WR,Andre Patton,5.53,5.21
2008,WR,Mario Urrutia,4.72,5.2
2018,WR,Marcell Ateman,5.27,5.2
1993,WR,Lamar Thomas,2.34,5.19
1994,WR,Todd Dixon,2.63,5.19
2018,WR,DeMornay Pierson-El,5.31,5.19
2019,WR,Isaiah Harper,5.19,5.19
2017,WR,Jeremy Tabuyo,5.59,5.18
2017,WR,Brisly Estime,5.5,5.16
2017,WR,Ty Betka,5.35,5.16
2019,WR,Brody Oliver,5.15,5.15
2018,WR,Calvin Ridley,5.27,5.14
1989,WR,Fred Hadley,3.04,5.13
2017,WR,Wayne Capers,5.52,5.13
2017,WR,Anthony Warrum,5.4,5.12
1991,WR,Millard Hamilton,2.52,5.11
2005,WR,Chad Owens,4,5.11
1999,WR,Jeremy McDaniel,2.23,5.1
2014,WR,Ryan Grant,5.3,5.1
2018,WR,Chris Lacy,5.09,5.1
1992,WR,Tyrone Williams,3.06,5.09
1996,WR,Kevin Jordan,2.36,5.09
2016,WR,Rashawn Scott,5.74,5.09
2017,WR,Nicholas Norris,5.44,5.09
2005,WR,Airese Currie,4.07,5.08
2008,WR,Adarius Bowman,4.39,5.08
2011,WR,Mark Dell,5.05,5.08
2017,WR,Isaiah Ford,5.56,5.07
2017,WR,Damoreea Stringfellow,5.4,5.07
2019,WR,Derek Kief,5.07,5.07
1993,WR,Antonious Kimbrough,2.5,5.06
2010,WR,Kevin DHollander,4.98,5.06
2013,WR,Nick Williams,5.34,5.06
2019,WR,Romell Guerrier,5.06,5.06
2019,WR,Nick Dodson,5.06,5.06
2018,WR,Quadree Henderson,5.16,5.04
1990,WR,Tim Horton,2.85,5.03
2012,WR,LaVon Brazill,5.14,5.03
2013,WR,Aaron Mellette,5.26,5.03
2017,WR,Tim White,5.41,5.03
2013,WR,Simon Le Marquand,5.24,5.02
2008,WR,Davone Bess,4.19,5.01
2017,WR,Cooper Kupp,5.3,5.01
2017,WR,Keith Foster,5.21,5.01
1987,WR,Bruce Hill,3.98,5
1993,WR,Jimmy Bethea,1.93,5
2017,WR,K D Cannon,5.33,4.99
2019,WR,Nehari Crawford,4.99,4.99
2005,WR,Reggie Harrell,3.8,4.98
2008,WR,Malcolm Kelly,4.53,4.97
2008,WR,Jason Rivers,3.93,4.96
2017,WR,Kendrick Bourne,5.33,4.96
2017,WR,Kenny Walker,5.23,4.96
2007,WR,Syndric Steptoe,4.04,4.95
2014,WR,Freddie Martino,5.29,4.95
2017,WR,Levi Copelin,5.38,4.95
1993,WR,Olanda Truitt,2.1,4.94
2011,WR,Jeremy Kerley,4.79,4.94
2013,WR,DeAndre Hopkins,5.31,4.94
2012,WR,Cole Beasley,5.11,4.93
2019,WR,Moe Ways,4.93,4.93
2009,WR,Ramses Barden,4.67,4.92
2019,WR,Kelvin Harmon,4.92,4.92
1990,WR,Melvin Smith,2.43,4.91
1992,WR,Orlando Mckay,2.4,4.91
2017,WR,Mitchell Shegos,5.28,4.91
2016,WR,Jordan Williams,5.45,4.9
2018,WR,Korey Robertson,4.98,4.9
2019,WR,Julius Wingate,4.9,4.9
2010,WR,David Reed,4.72,4.89
1988,WR,JR Ambrose,2.37,4.88
2012,WR,Jordan White,5.19,4.88
1992,WR,Todd Kinchen,2.16,4.87
1993,WR,Greg Primus,2.7,4.87
1994,WR,Malcolm Seabron,2.56,4.87
2010,WR,Brandon LaFell,4.78,4.87
2012,WR,Jeff Fuller,5.28,4.87
2015,WR,Justin Hardy,5.48,4.87
2019,WR,Gary Cross,4.87,4.87
2018,WR,Damoun Patterson,4.92,4.86
1990,WR,Dean Green,2.56,4.85
1998,WR,Chris Jackson,2.29,4.85
2011,WR,Tandon Doss,4.93,4.85
2017,WR,Dede Westbrook,5.15,4.85
1993,WR,Willie Harris,2.37,4.84
1999,WR,Quincy Jackson,2.02,4.84
2015,WR,Levi Norwood,5.33,4.84
2017,WR,Ryan Switzer,5.07,4.84
1996,WR,Stepfret Williams,2.43,4.83
2018,WR,James Clark,4.9,4.83
2019,WR,Joseph Parker,4.83,4.83
2012,WR,Derek Moye,5.15,4.82
2017,WR,Tanner Gentry,5.12,4.82
2019,WR,RonQuavion Tarver,4.82,4.82
1997,WR,Derrick Mason,1.62,4.81
2014,WR,Isaiah Burse,4.95,4.81
2019,WR,Ryan Schadler,4.81,4.81
2003,WR,Ronald Bellamy,3.13,4.8
2010,WR,Seyi Ajirotutu,4.53,4.8
2017,WR,Gehrig Dieter,5.19,4.8
1990,WR,Terry Obee,2.22,4.79
1995,WR,Clyde Mccoy,2.3,4.79
2010,WR,Preston Parker,4.54,4.79
2004,WR,Tony Johnson,3.08,4.78
2013,WR,Cody Wilson,4.96,4.78
2015,WR,Dezmin Lewis,5.41,4.77
2013,WR,Terrance Williams,5.17,4.76
2018,WR,Jordon Gandy,4.85,4.75
1987,WR,Ron Morris,2.03,4.74
2012,WR,Juron Criner,5.18,4.74
2017,WR,Reggie Davis,5.01,4.74
2018,WR,C.J. Duncan,4.81,4.73
2004,WR,Andrae Thurman,2.88,4.71
2015,WR,Quan Bray,5.4,4.71
2017,WR,Chris Thompson,5.09,4.71
1991,WR,Doug Thomas,2.38,4.7
2016,WR,Andre Davis,5.48,4.7
2018,WR,Simmie Cobbs,4.75,4.7
2018,WR,Brandon Shed,4.75,4.7
2019,WR,Jesper Horsted,4.7,4.7
2011,WR,Tori Gurley,4.84,4.69
2016,WR,Llevi Noel,5.32,4.68
1990,WR,Chris Roscoe,2,4.67
2006,WR,Chris Denney,3.53,4.67
2014,WR,Jared Abbrederis,4.78,4.67
1999,WR,Dameane Douglas,2.14,4.66
1999,WR,Darnell McDonald,2.31,4.66
1992,WR,Clarence Miller,2.07,4.65
2018,WR,Allenzae Staggers,4.74,4.65
1993,WR,Aaron Turner,2.18,4.64
2012,WR,Gerell Robinson,4.89,4.64
2018,WR,J.T. Luper,4.7,4.64
1988,WR,Marc Zeno,1.63,4.63
2013,WR,Justin Brown,4.97,4.63
2015,WR,Vince Mayle,5.21,4.63
2017,WR,Latevius Rayford,5.08,4.63
2019,WR,Zeph Fraser,4.63,4.63
1989,WR,Eric Wilkerson,2.58,4.62
2017,WR,Joey Eliezer,4.89,4.62
1990,WR,Dwight Pickens,2.45,4.61
1993,WR,Anthony Brooks,2.44,4.61
2018,WR,Chris Spell,4.69,4.61
2008,WR,Brandon Breazell,4.12,4.6
2018,WR,Christian Blake,4.67,4.59
2019,WR,Taronn Selby,4.59,4.59
2015,WR,Kyle Prater,5.04,4.58
2012,WR,Brenton Bersin,4.74,4.57
2015,WR,Kasen Williams,5.08,4.57
2018,WR,Henry Bussey,4.63,4.57
2019,WR,Riley Ridley,4.57,4.57
1998,WR,Harvey Middleton,1.75,4.56
2003,WR,Brandon Lloyd,2.61,4.56
1997,WR,Donald Sellers,1.99,4.55
2017,WR,Billy Reed,4.89,4.55
2019,WR,Qua Stocks,4.55,4.55
2019,WR,Jalen Greene,4.55,4.55
1989,WR,Frank Miotke,2.45,4.54
2012,WR,Brad Fochesato,4.6,4.54
2017,WR,Keon Hatcher,4.81,4.53
1997,WR,Dedric Ward,1.77,4.52
2013,WR,Seydou Junior Haidara,4.97,4.52
2017,WR,Jalen Robinette,4.88,4.52
2018,WR,Deniko Carter,4.59,4.52
1988,WR,Aaron Cox,2.48,4.5
2016,WR,Mekale McKay,5.07,4.5
2018,WR,Jordan Lasley,4.51,4.5
2019,WR,JaDeion High,4.5,4.5
2018,WR,Cam Sims,4.52,4.49
1994,WR,Corey Dixon,3.11,4.48
2018,WR,Tyler Batson,4.56,4.48
2018,WR,Kayaune Ross,4.52,4.48
2019,WR,Mykel Traylor-Bennett,4.48,4.48
2019,WR,Damion Willis,4.48,4.48
1987,WR,Thomas Henley,3.27,4.47
2010,WR,Terrence Austin,4.54,4.47
2017,WR,Stacy Coley,4.84,4.47
2017,WR,Chris Sanders-McCollum,4.77,4.47
2014,WR,JeRon Hamm,4.94,4.46
2014,WR,Je’Ron Hamm,4.94,4.46
1989,WR,Titus Dixon,2.77,4.45
2005,WR,Lance Moore,3.37,4.44
2017,WR,Deante Gray,4.83,4.44
2018,WR,John Franklin III,4.48,4.44
2019,WR,Nsimba Webster,4.44,4.44
1990,WR,Ronnie Fair,2.26,4.43
2007,WR,Jemalle Cornelius,3.54,4.43
2008,WR,Early Doucet,3.62,4.43
2018,WR,Kamrin Solomon,4.47,4.41
1992,WR,Marcus Mickel,1.94,4.4
2017,WR,Chaz Anderson,4.8,4.4
2017,WR,Bilal Marshall,4.78,4.39
2017,WR,Stephen Miller,4.73,4.39
2014,WR,Andrew Peacock,4.85,4.38
2017,WR,Alex Morrison,4.76,4.37
2018,WR,Charles Walker,4.45,4.37
2019,WR,Kahlil Lewis,4.37,4.37
2005,WR,Efrem Hill,3.31,4.36
2006,WR,David Anderson,3.28,4.36
2011,WR,DeAndre Brown,4.5,4.36
2015,WR,Keith Mumphery,5.17,4.36
2009,WR,Juaquin Iglesias,3.68,4.35
2016,WR,Chris King,5.1,4.35
2017,WR,Jordan Dunn,4.7,4.34
2017,WR,Dameon Gamblin,4.66,4.32
2019,WR,Stephen Louis,4.32,4.32
2016,WR,J.D. McKissic,5.01,4.31
2015,WR,Deon Long,5.04,4.3
2018,WR,Elijah King,4.36,4.3
2019,WR,J-Shun Harris II,4.3,4.3
1989,WR,Reggie Davis,2.85,4.29
1992,WR,Ken Ealy,1.86,4.29
1998,WR,Kamil Loud,2.04,4.29
2016,WR,Tyler Boyd,5,4.29
2017,WR,Daikiel Shorts,4.69,4.29
2018,WR,Ashton Grant,4.31,4.29
2007,WR,Jarrett Hicks,3.61,4.27
2010,WR,Mardy Gilyard,3.94,4.27
2013,WR,Rashad Ross,4.6,4.26
2019,WR,Delvon Hardaway,4.26,4.26
1990,WR,Randy Bohler,1.98,4.25
2017,WR,Ryan Timmons,4.65,4.25
2014,WR,Austin Franklin,4.64,4.24
2015,WR,Deshon Foxx,4.86,4.24
2018,WR,Sergio Bailey,4.31,4.23
1992,WR,Marcus Dowdell,2.1,4.22
2019,WR,Diontae Johnson,4.22,4.22
1987,WR,Lonzell Hill,3.37,4.21
2012,WR,Dwight Jones,4.26,4.21
1997,WR,Robert Tate,1.65,4.19
2014,WR,Kristopher Bastien,4.45,4.19
2018,WR,Jeffery Mead,4.24,4.19
2015,WR,Adam Humphries,4.87,4.18
2018,WR,Marchie Murdock,4.29,4.18
2017,WR,Ernest Calhoun,4.43,4.16
2003,WR,LaTarence Dunbar,2.53,4.15
2017,WR,Thomas Sperbeck,4.44,4.15
2008,WR,Mario Manningham,3.38,4.14
1988,WR,Danny Smith,1.89,4.13
1990,WR,Kip Lewis,1.8,4.13
2015,WR,Kenny Cook,4.74,4.13
2017,WR,Kennedy Williams,4.42,4.13
1989,WR,Floyd Turner,1.78,4.12
1994,WR,Terry Mickens,1.85,4.12
2001,WR,Nate Poole,2.11,4.12
2014,WR,Tracy Moore,4.34,4.12
2018,WR,Rashaun Simonise,4.16,4.11
2014,WR,Brandon Coleman,4.37,4.08
2019,WR,Luke Timian,4.08,4.08
1990,WR,Ronald Lewis,2.44,4.07
1992,WR,Verlond Brown,1.51,4.07
1995,WR,Curtis Marsh,2.26,4.07
1998,WR,Macarthur Johnson,1.36,4.07
2015,WR,Titus Davis,4.63,4.07
1991,WR,Bobby Olive,1.89,4.06
2017,WR,Cole Freytag,4.44,4.05
2018,WR,Tyrone Pierre,4.12,4.05
2016,WR,Ben Roberts,4.67,4.04
2017,WR,Brendan Flaherty,4.35,4.04
1998,WR,Joe Jurevicius,2.17,4.03
2014,WR,Mike Davis,4.4,4.03
1991,WR,Barry Johnson,1.7,4.02
1997,WR,Chris Miller,1.29,4.02
2018,WR,Jacob Martinez,4.06,4.01
2008,WR,Taj Smith,3,4
2017,WR,Trent Taylor,4.27,4
2017,WR,Seth Coate,4.4,4
2010,WR,Naaman Roosevelt,3.79,3.99
2014,WR,Chandler Jones,4.41,3.99
2015,WR,Tony Lippett,4.56,3.99
2017,WR,Shelton Gibson,4.36,3.98
2017,WR,Josh Magee,4.39,3.98
2005,WR,Larry Brackins,2.52,3.97
2012,WR,Damaris Johnson,4.38,3.97
2018,WR,Dontez Byrd,4.06,3.97
2018,WR,Thadd Smith,4.03,3.97
2019,WR,Matt Baker,3.97,3.97
1992,WR,Mario Bailey,2.22,3.96
2014,WR,Jalen Saunders,4.27,3.96
2017,WR,Jacorey Warrick,4.33,3.96
2017,WR,Vance Matthews,4.28,3.96
2018,WR,Steven Mitchell Jr.,4.05,3.96
1987,WR,Joey Clinkscales,3.1,3.95
1990,WR,Reggie Rembert,2.14,3.95
2017,WR,Rodriguez Coleman,4.32,3.95
2018,WR,Brodrick Umblance,4.09,3.95
1991,WR,Johnny Walker,1.45,3.93
2015,WR,Andrew Johnson,4.23,3.93
2018,WR,Chris Murray,4.01,3.93
1994,WR,Terry Smith,1.8,3.91
2004,WR,Chris Collins,2.35,3.91
2017,WR,Edgar Poe,4.29,3.91
1995,WR,Burt Thornton,2.06,3.9
1999,WR,Lenzie Jackson,1.64,3.9
2017,WR,Kendall Sanders,4.2,3.9
2017,WR,Willie Quinn,4.18,3.9
1992,WR,Brian Treggs,2.25,3.89
2018,WR,Josh Stewart,3.96,3.89
2019,WR,Daniel Walsh,3.89,3.89
2013,WR,Alex Anthony,4.22,3.88
2016,WR,Brandon Zylstra,4.47,3.88
1995,WR,Billy Williams,1.31,3.87
2012,WR,Sanchez Deschamps,4.19,3.87
2016,WR,Amir Carlisle,4.49,3.87
2019,WR,Kamron Lewis,3.87,3.87
2010,WR,Antonio Brown,3.7,3.86
2019,WR,Brad Stewart,3.86,3.86
2017,WR,D.J. Thompson,4.24,3.84
2009,WR,Brandon Gibson,3.05,3.83
2011,WR,Lestar Jean,3.82,3.83
2017,WR,Michael Means,4.2,3.83
2017,WR,Billy Brown,4.15,3.83
2018,WR,Julian Williams,3.93,3.81
2018,WR,Corey Willis,3.89,3.81
2016,WR,Johnny Holton,4.42,3.8
2017,WR,DeQuann Ruffin,4.19,3.79
1989,WR,Erik Affholter,1.9,3.78
1997,WR,Alonzo Johnson,1.34,3.78
2014,WR,LDamian Washington,4.01,3.78
2019,WR,Jalen Harvey,3.78,3.78
2019,WR,Emmanuel Butler,3.78,3.78
2014,WR,Jonathon Jennings,4.22,3.77
2017,WR,Jake Brents,4.17,3.77
2017,WR,Dontre Wilson,4.15,3.77
2019,WR,Jarrison Stewart,3.77,3.77
2016,WR,Jared Dangerfield,4.28,3.76
2018,WR,Gregory Phillips,3.88,3.76
1988,WR,Curtis Chappell,2.3,3.75
1991,WR,Shawn Jefferson,2,3.74
2019,WR,Tyler Wilkins,3.74,3.74
2017,WR,Montavius Williams,4.14,3.73
2018,WR,Ray-Ray McCloud,3.83,3.73
2018,WR,Josh Smith,3.81,3.72
2018,WR,Adonis Jennings,3.79,3.72
2019,WR,Trey Ellis,3.72,3.72
2019,WR,Kyle Hill,3.72,3.72
1992,WR,Andrew Hill,1.91,3.71
2016,WR,Dennis Parks,4.17,3.71
2017,WR,Emmanuel Obajimi,4.11,3.71
2018,WR,Gary McKnight,3.76,3.71
2015,WR,Tyler Slavin,4.41,3.7
2017,WR,Joey Borsellino,4.07,3.7
1987,WR,Keith Paskett,2.3,3.68
1992,WR,Terry Smith,2.12,3.67
2018,WR,Mark Chapman,3.78,3.67
2018,WR,Christian Booker,3.71,3.67
2019,WR,Dorian Baker,3.67,3.67
2019,WR,Devin Glenn,3.67,3.67
2018,WR,Kalib Woods,3.7,3.66
2011,WR,Randall Cobb,3.52,3.65
2012,WR,Joe Adams,3.69,3.65
2012,WR,Jarrett Boykin,3.92,3.64
2011,WR,Daud Semalulu,3.47,3.63
2014,WR,Allen Hurns,3.85,3.63
2016,WR,Simms McElfresh,4.35,3.63
2017,WR,Jarvis Baxter,3.99,3.63
2018,WR,Austin Proehl,3.68,3.63
2019,WR,DaMarkus Lodge,3.63,3.63
1996,WR,Charlie Jones,1.42,3.59
2018,WR,John Diarse,3.69,3.59
2019,WR,Timmy Hernandez,3.59,3.59
2014,WR,Tyler Davis,3.99,3.58
2017,WR,Brian Brown,3.98,3.58
2009,WR,Quan Cosby,3,3.57
2018,WR,Anthony Young,3.64,3.57
1992,WR,Rod Moore,1.43,3.56
2014,WR,Eric Ward,4.04,3.56
2017,WR,Jared Mapps,3.96,3.56
2007,WR,Syvelle Newton,2.94,3.55
2013,WR,Robert Woods,3.7,3.55
2017,WR,Malcolm Carter,3.89,3.55
2009,WR,Hakeem Nicks,3.22,3.54
2014,WR,Kadron Boone,3.61,3.54
2018,WR,Phil Mayhue,3.58,3.54
2019,WR,DeQuan Bowman,3.54,3.54
1989,WR,Erick Harrison,1.66,3.53
2003,WR,Kassim Osgood,2.19,3.53
2018,WR,Chad Beebe,3.57,3.53
2018,WR,Jordan Villamin,3.56,3.52
1996,WR,Jay Arnold,1.61,3.51
1988,WR,John Talley,1.55,3.5
2014,WR,Kelvin Benjamin,3.91,3.49
2017,WR,Ronnie Moore,3.92,3.49
2018,WR,Josh Crockett,3.52,3.49
2019,WR,LilJordan Humphrey,3.49,3.49
2019,WR,Cody Demers,3.48,3.48
2013,WR,Alec Lemon,3.6,3.46
2014,WR,Chris Boyd,3.82,3.46
2000,WR,Troy Walters,2.55,3.45
2017,WR,Alvin Cornelius,3.84,3.45
2017,WR,Shakim Barbel,3.73,3.45
2012,WR,Jordan Brescacin,3.5,3.44
2017,WR,Jaleel Awini,3.73,3.44
2019,WR,Jauan Wesley,3.44,3.44
2017,WR,Lynx Hawthorne,3.75,3.43
1987,WR,Jason Stargel,2.27,3.42
1991,WR,Gary Compton,1.68,3.42
2016,WR,Marcus Tucker,4.16,3.42
2019,WR,Justin Walker,3.41,3.41
2019,WR,Kerr Johnson Jr.,3.41,3.41
2008,WR,Shaheer McBride,2.66,3.4
2012,WR,Marquis Maze,3.56,3.39
2016,WR,Brett Blaszko,3.81,3.39
2017,WR,Michael Henry Jr.,3.76,3.39
1991,WR,Lawrence Dawsey,1.21,3.38
1992,WR,Jeff Sydner,1.59,3.38
2018,WR,Gregory Hogan,3.43,3.38
2011,WR,Jeff Maehl,2.96,3.37
2017,WR,Sam Shisso,3.63,3.37
2003,WR,Anquan Boldin,2.07,3.36
1997,WR,Pearce Pegross,1.05,3.35
2016,WR,Laquon Treadwell,4.02,3.35
2018,WR,Tyrell Johnson,3.41,3.35
2019,WR,Kyle Sweet,3.35,3.35
2009,WR,Derrick Williams,2.86,3.34
2017,WR,Ricky Seals-jones,3.65,3.34
2019,WR,Tristan Payton,3.33,3.33
2017,WR,Brian Riley,3.75,3.32
2018,WR,Ishmael Hyman,3.39,3.31
1999,WR,Damon Griffin,1.5,3.3
2011,WR,Orenthal Murdock,3.2,3.3
2017,WR,Ryan Smith,3.6,3.3
1990,WR,Tim Stallworth,1.38,3.29
1991,WR,Curtis Mcmanus,1.68,3.29
2016,WR,Durron Neal,3.86,3.29
2019,WR,Terrell Green,3.29,3.29
2004,WR,Wes Welker,1.93,3.27
2013,WR,Stephen Adekolu,3.11,3.27
2017,WR,Callen Hightower,3.63,3.27
2018,WR,Quest Truxton,3.36,3.27
2018,WR,Elijah Marks,3.34,3.27
1999,WR,David Saunders,1.6,3.26
2018,WR,Desmon White,3.3,3.26
2019,WR,Antoine Wesley,3.26,3.26
1988,WR,Mike Alexander,2.25,3.25
2017,WR,Daniel Groebner,3.56,3.25
2009,WR,Jaison Williams,2.83,3.24
2015,WR,Jake Harty,3.83,3.24
1990,WR,Reggie Thornton,1.97,3.23
2012,WR,B.J. Cunningham,3.45,3.23
2019,WR,Ryan Davis,3.22,3.22
2017,WR,Sebastian Smith,3.48,3.21
2019,WR,KeeSean Johnson,3.21,3.21
2016,WR,Tommylee Lewis,3.74,3.19
2018,WR,Urston Smith,3.15,3.19
2017,WR,Julan Lynch,3.37,3.18
2019,WR,Davion Davis,3.18,3.18
1987,WR,Greg Richardson,2.75,3.16
1996,WR,Ervin Whitehead,1.52,3.16
2019,WR,Delane Hart-Johnson,3.16,3.16
2013,WR,Michael DiCroce,3.26,3.15
2014,WR,Corey Brown,3.49,3.15
2015,WR,Rasheed Bailey,3.58,3.14
2017,WR,Eric Lauderdale,3.44,3.14
2019,WR,Malcolm Williams,3.14,3.14
1988,WR,Jeff Fairholm,1.05,3.13
2014,WR,Evan Pszczonak,3.44,3.12
2016,WR,Bralon Addison,3.65,3.12
2019,WR,Austin Walter,3.12,3.12
1989,WR,Freddie Weygand,1.33,3.11
1997,WR,Mike Adams,1.13,3.11
2016,WR,DeAndre Reaves,3.59,3.11
2019,WR,Greg Dortch,3.11,3.11
2015,WR,Addison Richards,3.34,3.1
2017,WR,CJ Davis,3.48,3.1
2005,WR,Paris Warren,2.41,3.09
2017,WR,Jaquan White,3.46,3.09
1996,WR,Marcus Wall,1.45,3.08
2016,WR,David Richards,3.55,3.08
2018,WR,Justin Buren,3.07,3.08
2014,WR,Cody Hoffman,3.57,3.07
2011,WR,Bradley Sinopoli,3.1,3.06
1996,WR,Shaston Coleman,1.48,3.05
2012,WR,Kendall Wright,3.14,3.03
2017,WR,Greg Ward,3.45,3.03
2011,WR,Liam Mahoney,2.84,3.02
2015,WR,Chris Dunkley,3.4,3.02
2017,WR,Trey Griffey,3.32,3.02
2018,WR,Dre Hall,3.02,3.02
2017,WR,Hasaan Henderson,3.25,3.01
2019,WR,Isaac Zico,3.01,3.01
1988,WR,Darryl Harris,0.7,3
1990,WR,John Jackson,1.55,2.99
2009,WR,Jeremy Childs,2.52,2.99
1992,WR,Wayne Hawkins,1.33,2.98
1992,WR,Kasey Dunn,1.23,2.95
2016,WR,Nelson Spruce,3.53,2.95
2019,WR,Vinny Papale,2.95,2.95
1989,WR,Eddie Johnson,1.27,2.94
2017,WR,Nathanial Behar,3.24,2.94
1994,WR,Harrison Houston,1.67,2.93
2014,WR,Walt Powell,3.22,2.93
2019,WR,Hunter Renfrow,2.93,2.93
2019,WR,TJ Smith,2.93,2.93
2019,WR,Tre Roberts,2.93,2.93
2017,WR,Malcolm Lewis,3.15,2.92
2010,WR,Chastin West,2.57,2.91
2017,WR,Kermit Whitfield,3.22,2.91
2018,WR,Brock Barr,2.92,2.91
2019,WR,Trey Brock,2.91,2.91
1995,WR,Omar Ellison,1.19,2.9
1998,WR,Brian Musso,0.91,2.9
2011,WR,Darvin Adams,2.81,2.9
1987,WR,Stacey Mobley,1.71,2.89
1988,WR,Ken Henry,1.38,2.88
2016,WR,Cayleb Jones,3.43,2.87
1993,WR,Phillip Bobo,1.35,2.86
2013,WR,Conner Vernon,3.24,2.86
