Year,Position,Name,ALRAS,RAS
1993,RB,Vaughn Hebron,0.11,0.1
2018,RB,Taylor Woods,0.14,0.1
2008,RB,Yvenson Bernard,0.21,0.09
2017,RB,Jarvis Small,0.18,0.08
2018,RB,Atlee Simon,0.1,0.08
2019,RB,Malike Roberson,0.08,0.08
2018,RB,Reshaud Henry,0.09,0.07
2017,RB,Rasheed Harrell,0.13,0.06
2019,RB,Isaiah Saunders,0.06,0.06
2018,RB,Treshawn Favors,0.07,0.05
2014,RB,Jordan Botel,0.17,0.04
2018,RB,LaJuan Hunt,0.05,0.04
2019,RB,Marquis Richards,0.04,0.04
2017,RB,Khalid Thomas,0.07,0.03
2018,RB,DAngelo Brewer,0.04,0.03
2017,RB,Deionte Buckley,0.03,0.02
1987,RB,John Settle,0.1,0
1988,RB,Kenny Jackson,0.19,0
2017,RB,Kendall Pearcey,0.02,0
2018,RB,Chris Reid,0.01,0
2019,RB,Patrick Zeller,0,0
1987,TE,Scott Eccles,8.62,10
1993,TE,Tony Mcgee,8.49,10
1995,TE,Kyle Brady,8.48,10
1996,TE,Jason Dunn,9.49,10
1997,TE,O J Santiago,9.19,10
1999,TE,Dan Campbell,9.86,10
2000,TE,Anthony Becht,10,10
2011,TE,Jordan Cameron,9.99,10
2018,TE,Mike Gesicki,9.98,9.97
1999,TE,Steve Heiden,9.6,9.96
2008,TE,Brad Cottam,9.92,9.95
2010,TE,Mickey Shuler,9.94,9.95
1996,TE,Johnny Mcwilliams,8.98,9.94
2006,TE,Vernon Davis,9.96,9.94
2012,TE,James Hanna,9.93,9.94
2000,TE,Dustin Lyman,9.82,9.92
2009,TE,Kevin Brock,9.91,9.9
2013,TE,Luke Willson,9.95,9.9
2002,TE,Keith Heinrich,9.85,9.89
2019,TE,Noah Fant,9.89,9.89
1995,TE,Tony Cline,8.24,9.88
2002,TE,Chris Luzar,9.72,9.86
1998,TE,Stephen Alexander,7.95,9.85
2004,TE,Nate Lawrie,9.76,9.84
2000,TE,Austin Wheatley,9.54,9.83
1992,TE,Johnny Mitchell,7.74,9.82
2004,TE,Benjamin Watson,9.66,9.81
2015,TE,Brian Parker,9.84,9.81
1994,TE,Roderick Lewis,7.76,9.8
2011,TE,Rob Housler,9.87,9.8
2003,TE,L.J. Smith,9.74,9.79
2017,TE,O.J. Howard,9.79,9.79
2012,TE,Coby Fleener,9.88,9.77
2017,TE,Bucky Hodges,9.8,9.77
2003,TE,Visanthe Shiancoe,9.71,9.76
2010,TE,Fendi Onobun,9.81,9.76
1992,TE,Derek Ware,7.66,9.74
1999,TE,Justin Swift,8.32,9.73
1998,TE,Cameron Cleeland,7.16,9.71
2000,TE,Dave Stachelski,9.13,9.71
2002,TE,Doug Jolley,9.24,9.71
2011,TE,Schuylar Oordt,9.78,9.71
1988,TE,Jim Thornton,8.71,9.69
1993,TE,Don Chaney,7.81,9.69
1990,TE,Jesse Anderson,7.86,9.68
2000,TE,Aaron Shea,9.07,9.67
1992,TE,Aaron Pierce,7.29,9.65
2006,TE,Joe Klopfenstein,9.46,9.65
2010,TE,Jimmy Graham,9.75,9.64
2001,TE,Shad Meier,8,9.62
2013,TE,Lucas Reed,9.69,9.62
2004,TE,Ben Troupe,9.65,9.61
2012,TE,Taylor Thompson,9.73,9.58
2009,TE,Jake O’Connell,9.67,9.57
2006,TE,Tony Scheffler,9.35,9.56
2004,TE,Kellen Winslow III,9.59,9.55
2009,TE,Dan Gronkowski,9.45,9.55
2017,TE,George Kittle,9.58,9.53
2009,TE,Travis Beckum,9.51,9.52
2018,TE,Dallas Goedert,9.56,9.52
2000,TE,Zeron Flemister,8.53,9.5
2008,TE,Dustin Keller,9.52,9.5
2019,TE,Foster Moreau,9.48,9.48
1999,TE,Jim Kleinsasser,7.35,9.47
2006,TE,Owen Daniels,9.25,9.47
2007,TE,Greg Olsen,9.42,9.47
2004,TE,Kris Wilson,9.32,9.45
2013,TE,Josh Hill,9.68,9.45
2001,TE,Todd Heap,7.99,9.43
2012,TE,Lamont Bryant,9.62,9.43
2002,TE,Ivory McCoy,8.6,9.42
1987,TE,Ron Hall,6.51,9.41
2019,TE,Kahale Warring,9.41,9.41
1991,TE,Lamonde Russell,8.64,9.4
2010,TE,Jameson Konz,9.61,9.4
1995,TE,Mark Bruener,7,9.39
2004,TE,Ben Hartsock,8.84,9.39
2008,TE,Gary Barnidge,9.28,9.39
1988,TE,Alex Higdon,6.53,9.38
1993,TE,Darren Stohlmann,8.52,9.38
2005,TE,Andy Stokes,9.18,9.38
2000,TE,Jason Gavadza,8.19,9.37
2018,TE,Ian Thomas,9.38,9.35
1995,TE,Ken Dilger,7.12,9.33
2010,TE,Rob Gronkowski,9.44,9.33
2017,TE,David Njoku,9.4,9.33
2009,TE,Zach Miller,9.39,9.32
1991,TE,Reggie Johnson,6.6,9.29
2013,TE,Travis Kelce,9.53,9.29
2005,TE,Jerome Collins,8.47,9.28
2012,TE,Michael Egnew,9.55,9.28
1997,TE,Ed Perry,6.12,9.27
2001,TE,Boo Williams,8.27,9.27
2019,TE,Dawson Knox,9.26,9.26
1993,TE,Clarence Williams,7.41,9.22
2015,TE,Jeff Heuerman,9.33,9.22
2013,TE,Taylor Cook,9.47,9.21
2019,TE,T.J. Hockenson,9.21,9.21
1999,TE,Jerame Tuman,6.8,9.2
2010,TE,Jeff Cumberland,9.34,9.19
2006,TE,Leonard Pope,8.85,9.18
2008,TE,Kellen Davis,9.04,9.18
2000,TE,John Jones,8.09,9.16
2006,TE,Tim Day,8.87,9.15
1989,TE,Troy Sadowski,5.72,9.13
2017,TE,Evan Engram,9.16,9.12
2009,TE,Jared Cook,9.06,9.09
2011,TE,Virgil Green,9.27,9.09
2013,TE,Tyler Eifert,9.36,9.09
2014,TE,Blake Annen,9.31,9.09
2001,TE,Mike Roberg,7.38,9.08
2016,TE,Alex Ellis,9.22,9.08
2010,TE,Dennis Pitta,8.93,9.07
2012,TE,Adrien Robinson,9.29,9.07
2017,TE,Steven Wroblewski,9.11,9.02
2019,TE,Drew Sample,9.02,9.02
2017,TE,Gerald Everett,9.08,9.01
2012,TE,Josh Chichester,9.2,9
2009,TE,John Nalbone,8.86,8.99
2016,TE,Seth DeValve,9.09,8.99
1999,TE,Derrick Spiller,6.91,8.98
2014,TE,C.J. Fiedorowicz,9.14,8.98
2012,TE,Derek Carrier,9.12,8.96
2010,TE,Dorin Dickerson,9.15,8.95
2006,TE,Anthony Fasano,8.51,8.94
2007,TE,Michael Allan,8.36,8.94
2003,TE,Zach Hilton,7.72,8.93
1996,TE,Marco Battaglia,6.41,8.91
1999,TE,Reggie Kelly,6.62,8.89
2005,TE,Adam Bergen,8.26,8.88
2017,TE,Robert Tonyan,8.95,8.88
2016,TE,Ben Braunecker,9,8.86
1996,TE,Jarius Hayes,6.31,8.85
2017,TE,Andrey Avgi,8.94,8.85
2012,TE,Sean McGrath,9.05,8.83
2014,TE,Jace Amaro,8.99,8.83
1987,TE,Derek Tennell,5.26,8.82
2019,TE,Andrew Beck,8.82,8.82
2005,TE,Joel Dreessen,7.85,8.81
2010,TE,Jermaine Gresham,8.69,8.81
2016,TE,Gabe Hughes,8.91,8.81
2019,TE,Jackson Harris,8.81,8.81
1997,TE,David Lafleur,5.96,8.8
2004,TE,Chris Cooley,7.62,8.8
2011,TE,David Ausberry,8.92,8.8
2016,TE,Beau Sandland,8.96,8.79
2014,TE,Jacob Maxwell,9.01,8.78
2018,TE,Dillon Salva,8.78,8.78
2001,TE,Sean Brewer,7.24,8.77
2001,TE,Bill Baber,7.46,8.77
2017,TE,Keith Towbridge,8.89,8.77
1993,TE,Troy Drayton,6.25,8.76
2008,TE,Matt Sherry,8.32,8.75
1996,TE,Brian Roche,6.87,8.74
1995,TE,David Sloan,5.87,8.72
2017,TE,Adam Shaheen,8.8,8.71
1991,TE,David Jones,6.76,8.69
1998,TE,Jeremy Brigham,6.07,8.68
2015,TE,Matt Lengel,8.74,8.68
2017,TE,Mo Alie-Cox,8.79,8.67
2015,TE,C.J. Uzomah,8.73,8.66
2008,TE,Joey Haynos,8.25,8.65
2014,TE,A.C. Leonard,8.88,8.65
2016,TE,Jake Duzey,8.76,8.65
2004,TE,Tim Euhus,7.94,8.64
2012,TE,Cooper Helfet,8.68,8.64
2017,TE,Jacob Hollister,8.75,8.63
2008,TE,Martellus Bennett,8.42,8.62
2018,TE,Andrew Vollert,8.59,8.61
2006,TE,Quinn Sypniewski,7.87,8.59
2008,TE,Craig Stevens,8.61,8.59
2014,TE,Colt Lyerla,8.66,8.56
2019,TE,Alize Mack,8.56,8.56
1990,TE,Charles Arbuckle,4.85,8.55
2012,TE,Matt Veldman,8.72,8.54
1993,TE,Chris Gedney,5.14,8.53
2016,TE,Ryan Malleck,8.67,8.5
1989,TE,Wesley Walls,5.38,8.48
2016,TE,Gannon Sinclair,8.54,8.47
2011,TE,Luke Stocker,8.16,8.46
1991,TE,Keith Cash,5.6,8.45
1999,TE,Alphonso Collins,5.92,8.45
2003,TE,Gabe Reid,7.21,8.45
1988,TE,Chris Verhulst,7.2,8.44
2019,TE,Kano Dillon,8.44,8.44
1997,TE,Damon Jones,5.84,8.43
1998,TE,Roland Williams,6.01,8.43
2016,TE,Jerell Adams,8.65,8.41
2013,TE,Nick Kasa,8.45,8.4
1990,TE,Eric Green,5.66,8.39
2012,TE,Brandon Barden,8.4,8.39
2017,TE,Sean Culkin,8.55,8.39
2003,TE,Dan Curley,7.28,8.38
2006,TE,Marcedes Lewis,7.51,8.38
2010,TE,Aaron Hernandez,8.15,8.38
2003,TE,Aaron Walker,7.09,8.34
2017,TE,Jonnu Smith,8.34,8.33
2006,TE,David Thomas,7.91,8.32
2011,TE,Lance Kendricks,8.12,8.3
2012,TE,Ladarius Green,8.58,8.3
2017,TE,Sam Cotton,8.41,8.3
1993,TE,Irv Smith,4.73,8.29
2016,TE,Stephen Anderson,8.2,8.29
2016,TE,Braedon Bowman,8.35,8.28
2019,TE,Stephen Carlson,8.28,8.28
2002,TE,Ryan Hannam,6.74,8.26
2005,TE,Billy Bajema,7.09,8.25
1987,TE,William Harris,3.76,8.24
2001,TE,Alge Crumpler,6.21,8.24
1991,TE,Andrew Glover,5.94,8.21
2019,TE,Josh Oliver,8.21,8.21
2016,TE,Austin Hooper,8.46,8.2
2007,TE,Kevin Boss,7.56,8.18
2009,TE,Shawn Nelson,8.04,8.18
2015,TE,Casey Pierce,8.29,8.17
1993,TE,Steve Dark,6.02,8.14
1988,TE,Steve Johnson,4.07,8.13
1997,TE,Tony Gonzalez,5.05,8.12
2013,TE,Jake Stoneburner,8.39,8.12
1994,TE,Rickey Brady,4.69,8.1
1999,TE,Cuncho Brown,4.95,8.1
2003,TE,Donald Lee,6.52,8.1
2010,TE,Brody Eldridge,7.8,8.1
2013,TE,Vance McDonald,8.06,8.1
2009,TE,Kory Sperry,7.71,8.08
2016,TE,Steven Scheu,8.38,8.08
1990,TE,Derrick Walker,4.52,8.06
2017,TE,Antony Auclair,8.22,8.06
1989,TE,Travis Mcneal,4.94,8.04
2013,TE,Chris Gragg,8.33,8.04
2014,TE,Ike Ariguzo,8.13,8.04
1994,TE,Kurt Haws,3.98,8.03
1997,TE,Greg Clark,4.84,8.01
2005,TE,Bo Scaife,6.44,8
2015,TE,Mike McFarland,8.08,8
2017,TE,Jonathan Dorsey,8.11,8
2017,TE,Paul Butler,8.14,7.99
2009,TE,Cameron Morrah,7.65,7.98
1994,TE,Dwayne Chandler,4.44,7.96
1999,TE,Larry Brown,5.15,7.96
2007,TE,Brent Celek,7.11,7.96
2007,TE,Ben Patrick,7.04,7.93
2017,TE,Jordan Leggett,8.18,7.93
2018,TE,Jaylen Samuels,7.93,7.93
2017,TE,Blake Jarwin,8.07,7.92
2004,TE,Erik Jensen,7.39,7.9
2017,TE,Mason Schreck,8.05,7.9
1992,TE,Derek Brown,3.89,7.89
2002,TE,Justin Peelle,5.88,7.86
2017,TE,Tyrone Swoopes,8.01,7.86
2006,TE,Jeff King,6.82,7.85
2016,TE,RaShaun Allen,7.92,7.84
2012,TE,Garrett Celek,8.02,7.83
2007,TE,Clark Harris,6.75,7.82
2011,TE,Julius Thomas,7.84,7.82
1988,TE,Brad Beckman,4.6,7.81
2011,TE,Kyle Rudolph,7.52,7.78
2013,TE,Dion Sims,7.82,7.76
1997,TE,Kris Mangum,4.29,7.75
1990,TE,Chad Fortune,4.26,7.74
1991,TE,Frank Wainright,3.75,7.74
2014,TE,Cameron Brate,7.89,7.74
2009,TE,Brandon Pettigrew,7.47,7.73
2017,TE,Eric Saubert,7.98,7.73
2018,TE,Tyler Conklin,7.78,7.72
1997,TE,Pete Chryplewicz,3.34,7.7
2014,TE,Eric Ebron,7.88,7.7
1995,TE,Byron Chamberlain,4.79,7.68
2019,TE,Austin Applebee,7.68,7.68
2015,TE,Geoff Swaim,7.79,7.67
2018,TE,Garrett Hudson,7.71,7.67
1987,TE,Keith Mckeller,2.55,7.65
2015,TE,James OShaughnessy,7.75,7.65
2002,TE,Tracey Wistrom,5.78,7.64
2013,TE,Matt Furstenburg,7.96,7.64
2018,TE,Hayden Hurst,7.67,7.62
2012,TE,Adam Nissley,7.22,7.58
2015,TE,Mycole Pruitt,7.73,7.56
2008,TE,Derek Fine,6.72,7.53
2010,TE,Anthony McCoy,7.15,7.52
2018,TE,Cole Hunt,7.58,7.51
1991,TE,Kerry Cash,4.06,7.5
2002,TE,Chris Baker,5.69,7.5
2013,TE,Ryan Griffin,7.59,7.5
2015,TE,Matt LaCosse,7.55,7.49
2014,TE,Asa Watson,7.49,7.46
2016,TE,Cole Wick,7.64,7.46
2005,TE,Patrick Estes,6.69,7.44
2014,TE,Mike Naples,7.48,7.44
2015,TE,Mitchell Henry,7.6,7.44
2017,TE,Jason Croom,7.61,7.44
2010,TE,Ed Dickson,6.96,7.43
2017,TE,Brandon Barnes,7.54,7.39
1993,TE,David Frisch,4,7.36
2002,TE,Robert Royal,5.08,7.36
2007,TE,Michael Matthews,6.54,7.35
2018,TE,Nick Keizer,7.4,7.34
2019,TE,Isaiah Searight,7.34,7.34
2010,TE,Jim Dray,6.98,7.33
2016,TE,David Reeves,7.53,7.33
2018,TE,Mark Andrews,7.42,7.3
2018,TE,Matt Flanagan,7.32,7.29
2001,TE,Elliott Carson,4.82,7.28
2017,TE,Kent Taylor,7.44,7.28
1990,TE,Shannon Sharpe,5.11,7.26
2006,TE,Delanie Walker,6.61,7.26
2001,TE,Jabari Holloway,5.13,7.24
2013,TE,Zach Sudfeld,7.18,7.23
2012,TE,Alex Gottlieb,7.31,7.22
1994,TE,Lonnie Johnson,3.66,7.21
2016,TE,Kyle Carter,7.36,7.21
2018,TE,Tanner Balderee,7.27,7.21
2001,TE,Tony Stewart,4.91,7.2
2009,TE,John Phillips,6.64,7.17
2018,TE,Dalton Schultz,7.25,7.16
2007,TE,Zach Miller,6.16,7.15
2019,TE,Justin Johnson,7.14,7.14
1995,TE,Jeremy Burkett,4.71,7.13
2001,TE,Marcellus Rivers,4.74,7.13
2012,TE,Chase Ford,7.06,7.13
2008,TE,Fred Davis,6.38,7.11
2015,TE,Jesse James,7.14,7.11
1990,TE,Ronnie Haliburton,4.14,7.1
2002,TE,Terry Jones,4.72,7.1
2016,TE,Rico Gathers,6.99,7.1
2008,TE,Jacob Tamme,6.72,7.08
1994,TE,Harold Bishop,3.26,7.07
1987,TE,Jim Riggs,3.49,7.06
2017,TE,Taylor McNamara,7.34,7.05
2018,TE,Charlie Callinan,7.02,7.04
1992,TE,Tyji Armstrong,3.07,7.02
2010,TE,Tony Moeaki,6.78,7.02
2014,TE,Troy Niklas,6.93,7.02
2016,TE,Temarrick Hemingway,7.19,7.02
1995,TE,Jamie Asher,3.35,7.01
2001,TE,Arther Love,5.16,7.01
2003,TE,Kevin Ware,5.22,7
2016,TE,Tanner McEvoy,7.26,7
1999,TE,Mike Lucky,3.8,6.99
1999,TE,John Jennings,3.47,6.95
2008,TE,John Carlson,6.11,6.95
2005,TE,Tony Curtis,5.45,6.94
2006,TE,T.J. Williams,5.75,6.94
2018,TE,Jordan Akins,7.01,6.93
1997,TE,Nicky Savoie,3.24,6.91
2017,TE,Luke Papilion,7.06,6.91
1999,TE,Jed Weaver,3.72,6.9
2017,TE,Darrell Daniels,7.07,6.9
2014,TE,Arthur Lynch,6.68,6.89
2015,TE,Tyler Kroft,6.94,6.88
2013,TE,Joseph Fauria,6.79,6.87
2014,TE,Jake Murphy,6.84,6.87
2018,TE,Derrick Hayward,6.95,6.87
2012,TE,Orson Charles,6.58,6.86
2019,TE,Donald Parham,6.85,6.85
2009,TE,Jared Bronson,6.42,6.84
2016,TE,George Fant,6.92,6.84
2011,TE,Ryan Taylor TE,6.65,6.8
2003,TE,Trent Smith,4.88,6.79
1996,TE,Lovett Purnell,3.28,6.78
2011,TE,Richard Gordon,6.46,6.78
2008,TE,Tom Santi,6.09,6.76
2014,TE,Marcel Jensen,6.67,6.76
1989,TE,Jeff Lindsley,3.39,6.74
2006,TE,Tim Massaquoi,6.04,6.74
2009,TE,Cornelius Ingram,6.18,6.74
2018,TE,Nathan Marcus,6.81,6.72
2017,TE,Johnny Mundt,6.89,6.71
2001,TE,Jevaris Johnson,4.15,6.7
2017,TE,Phazahn Odom,6.89,6.7
2017,TE,Cethan Carter,6.86,6.69
1999,TE,Mike Grieb,3.33,6.68
1992,TE,Jeff Thomason,2.32,6.67
1994,TE,Ross Hales,3.65,6.67
2018,TE,David Wells,6.73,6.67
1997,TE,Patrick Hape,3.29,6.65
2007,TE,Martrez Milner,5.4,6.65
2010,TE,Dedrick Epps,6.48,6.64
2004,TE,Keith Willis,4.75,6.63
1998,TE,Chris Fontenot,3.71,6.62
2000,TE,James Whalen,3.42,6.61
2015,TE,Gabe Holmes,6.66,6.6
1992,TE,Turner Baur,2.8,6.58
1988,TE,Paul Pomfret,2.71,6.56
2007,TE,Tyler Ecker,5.54,6.56
1992,TE,Vince Marrow,2.61,6.49
2010,TE,Michael Palmer,5.79,6.48
1987,TE,Robert Awalt,3.13,6.47
2006,TE,Jason Pociask,5.02,6.47
2016,TE,Joshua Perkins,6.56,6.47
2016,TE,Josh Perkins,6.56,6.47
1999,TE,John Lumpkin,4.45,6.46
1990,TE,Demetrius Davis,2.98,6.45
2008,TE,Jermichael Finley,5.49,6.45
2019,TE,MikQuan Deane,6.45,6.45
1997,TE,Ronald Leshinski,2.2,6.44
2006,TE,Dominique Byrd,5.52,6.44
1997,TE,Mitch Jacoby,3.16,6.39
2013,TE,Zach Ertz,6.35,6.38
1998,TE,Rodrick Rutledge,3.92,6.37
1999,TE,Love Jefferson,2.99,6.37
2006,TE,Charles Davis,5.06,6.35
1997,TE,Chad Lewis,3.18,6.34
2016,TE,Hunter Henry,6.59,6.34
2014,TE,Ted Bolser,6.49,6.33
2005,TE,Tony Jackson,4.61,6.31
2008,TE,Darrell Strong,5.48,6.31
2012,TE,Phillip Supernaw,6.33,6.31
1989,TE,Marv Cook,2.84,6.3
2010,TE,Andrew Quarless,5.74,6.29
1997,TE,John Allred,2.21,6.28
1999,TE,Desmond Clark,2.94,6.28
2001,TE,Tevita Ofahengaue,3.51,6.28
2004,TE,Jeff Dugan,4.34,6.28
2013,TE,Tim Wright,6.26,6.28
2014,TE,Jerome Cunningham,6.34,6.28
2002,TE,Mike Banks,3.54,6.27
2015,TE,Blake Bell,6.4,6.27
1988,TE,Keith Jackson,2.85,6.25
2016,TE,Thomas Duarte,6.29,6.25
2014,TE,Alex Bayer,6.27,6.24
2018,TE,Durham Smythe,6.36,6.23
2013,TE,Gavin Escobar,6.14,6.22
2015,TE,Will Tye,6.22,6.22
2017,TE,Colin Jeter,6.47,6.22
2007,TE,Scott Chandler,4.87,6.2
2012,TE,DeAngelo Peterson,6.24,6.2
2003,TE,George Wrighster,3.68,6.17
2007,TE,Dante Rosario,5,6.17
2016,TE,Ryan O’Malley,6.32,6.17
2018,TE,Tyler Hoppes,6.28,6.17
2018,TE,Deon Yelder,6.19,6.11
2003,TE,Spencer Nead,3.85,6.1
1989,TE,Pat Davis,3.06,6.09
1996,TE,Bobby Neely,3.21,6.09
2008,TE,Evan Moore,5.35,6.07
2010,TE,Michael Hoomanawanui,5.39,6.05
2015,TE,A.J. Derby,6.39,6.05
2004,TE,Sean McHugh,4.12,6.02
2010,TE,Colin Peek,5.67,6.02
2013,TE,BJ Stewart,5.89,6.02
2002,TE,Randy McMichael,3.48,6.01
2011,TE,Konrad Reuland,5.82,6.01
2015,TE,Kennard Backman,6.21,6.01
2019,TE,Chris Myarick,5.99,5.99
2019,TE,C.J. Conrad,5.98,5.98
1990,TE,Mike Jones,2.88,5.97
2015,TE,Wes Saxton,6.06,5.96
2009,TE,Brandon Myers,5.07,5.93
2019,TE,Tommy Sweeney,5.93,5.93
1994,TE,Bradford Banta,2.66,5.92
2017,TE,Lucas Nikolaisen,6.15,5.92
2006,TE,Cooper Wallace,4.46,5.91
2019,TE,Trevon Wesco,5.91,5.91
2014,TE,Nic Jacobs,5.8,5.89
1987,TE,Michael Clemons,2.65,5.88
2014,TE,Asante Cleveland,5.85,5.85
2016,TE,Hakeem Valles,6.13,5.85
1992,TE,Russ Campbell,2.72,5.79
2017,TE,Cole Hikutini,6.08,5.78
2019,TE,Daniel Helm,5.76,5.76
2014,TE,Crockett Gillmore,5.86,5.74
2017,TE,Pharaoh Brown,6.05,5.74
2012,TE,Nick Provo,5.64,5.73
1999,TE,Derek Lewis,3,5.71
2012,TE,Brad Herman,5.44,5.71
2019,TE,Caleb Wilson,5.71,5.71
1992,TE,Tony Lenseigne,2.31,5.7
2016,TE,Nick Vannett,5.95,5.7
1998,TE,Jon Blackman,2.91,5.69
2002,TE,Dwayne Blakley,3.6,5.69
2011,TE,D.J. Williams,5.36,5.69
2017,TE,Jeremy Sprinkle,6,5.69
2005,TE,Kelly Griffeth,4.05,5.66
2018,TE,Raymond Epps,5.74,5.66
1989,TE,Darryl Ingram,2.35,5.65
1994,TE,Aaron Laing,2.36,5.65
2018,TE,Pharoah McKever,5.65,5.64
2006,TE,Matt Henshaw,3.96,5.62
1991,TE,Adrian Cooper,2.24,5.6
2019,TE,Drew Belcher,5.59,5.59
2018,TE,Damon Gibson,5.61,5.56
2018,TE,Jordan Davis,5.56,5.56
2017,TE,Josh Kern,5.81,5.55
2013,TE,Levine Toilolo,5.33,5.54
2010,TE,Garrett Graham,5.12,5.52
2007,TE,Joe Newton,4.04,5.5
2017,TE,Tyler Cameron,5.55,5.45
2011,TE,Larry Donnell,4.93,5.44
2018,TE,Blake Mack,5.47,5.43
2016,TE,Garrett Griffin,5.68,5.41
2018,TE,Stephen Baggett,5.46,5.41
2016,TE,Michael Miller,5.62,5.39
2016,TE,JP Holtz,5.58,5.36
1996,TE,Tony Johnson,2.4,5.34
2003,TE,Sean Berton,3.44,5.34
1990,TE,Jackie Harris,2.75,5.32
1988,TE,Walter Odom,2.18,5.31
2014,TE,Michael Flacco,5.29,5.31
2016,TE,David Morgan,5.41,5.31
1987,TE,Theo Young,1.95,5.29
2013,TE,Brandon Ford,5.2,5.29
2004,TE,Courtney Anderson,3.55,5.28
2019,TE,Darrell Langham,5.28,5.28
2017,TE,Tyler White,5.53,5.27
2019,TE,Kendall Blanton,5.27,5.27
2009,TE,Anthony Hill,4.28,5.25
2017,TE,Michael Roberts,5.42,5.25
2017,TE,Jake Maulhardt,5.51,5.24
2019,TE,Jace Sternberger,5.24,5.24
2018,TE,DeAndre Goolsby,5.32,5.23
2019,TE,Dax Raymond,5.22,5.22
2014,TE,Justin Perillo,5.31,5.2
1995,TE,Marcus Hinton,2.6,5.18
2008,TE,Adam Bishop,4.2,5.15
2016,TE,Adam Fuehne,5.34,5.15
2018,TE,Ethan Wolf,5.25,5.15
1999,TE,James Dearth,3.02,5.09
2011,TE,Daniel Hardy,4.92,5.08
2017,TE,Andrew Price,5.19,5.08
2002,TE,Derek Smith,2.96,5.07
2013,TE,Jordan Thompson,4.78,5.05
1993,TE,Fred Baxter,1.66,5.04
2015,TE,Jack Tabb,4.98,5.02
1988,TE,Greg Scales,2.13,5
1992,TE,Deems May,1.85,5
1995,TE,Joe Planansky,2.19,5
2011,TE,Weslye Saunders,4.65,4.99
2000,TE,Kyle Allamon,2.42,4.98
2014,TE,Jordan Najvar,5.09,4.98
2018,TE,Christopher Herndon,5.01,4.97
1998,TE,Blake Spence,1.67,4.95
1995,TE,Pete Mitchell,2.11,4.94
2001,TE,Dan O’Leary,2.67,4.94
2016,TE,Matt Weiser,5.18,4.93
1999,TE,Sheldon Jackson,1.93,4.91
2018,TE,Troy Mangen,4.96,4.91
2017,TE,Josiah Price,5.04,4.86
2018,TE,Quan Jones,4.89,4.86
2019,TE,Matt Sokol,4.86,4.86
2001,TE,Ryan Prince,2.62,4.83
2011,TE,Lee Smith,4.59,4.83
2019,TE,Irv Smith Jr.,4.82,4.82
1998,TE,Mark Thomas,2.38,4.8
2016,TE,Anthony Norris,4.99,4.77
2011,TE,Zach Pianalto,4.39,4.76
2012,TE,Braxton Deaver,4.4,4.76
1999,TE,Rufus French,2.27,4.73
2012,TE,Dwayne Allen,4.62,4.73
2007,TE,Daniel Coats,3.59,4.72
1987,TE,Jeff Modesitt,1.76,4.71
2012,TE,Kevin Koger,4.68,4.71
1988,TE,Alfredo Roberts,1.91,4.69
2011,TE,Charlie Gantt,4.24,4.69
2015,TE,Ben Koyack,4.76,4.69
2013,TE,Ryan Otten,4.49,4.65
2014,TE,Richard Rodgers,4.51,4.61
2001,TE,Brandon Manumaleuna,2.52,4.6
2018,TE,Marcus Baugh,4.66,4.59
2019,TE,Ravian Pierce,4.58,4.58
1993,TE,Rob Coons,2.07,4.57
2018,TE,Ryan Izzo,4.64,4.54
2005,TE,Dave Kashetta,3.04,4.53
2017,TE,Holden Huff,4.8,4.53
2018,TE,Charles Standberry,4.56,4.53
2019,TE,James Gardner,4.48,4.48
1992,TE,Alfred Pupunu,1.95,4.47
2013,TE,Keavon Milton,4.02,4.46
2017,TE,Wyatt Houston,4.67,4.46
2014,TE,Scott Simonson,4.35,4.44
2018,TE,Tommy Myers,4.54,4.44
2015,TE,Khari Lee,4.41,4.43
2017,TE,Standish Dobard,4.55,4.43
2018,TE,Metuisela Unga,4.53,4.43
2017,TE,Derrick Griffin,4.47,4.41
1989,TE,Tim Jorden,1.6,4.35
2018,TE,Tom Pancoast,4.36,4.34
2018,TE,Alec Dhaenens,4.38,4.31
1991,TE,Jerry Evans,2.54,4.29
2015,TE,Ronnie Shields,4.16,4.27
2017,TE,Ricky Parks,4.42,4.26
2012,TE,Rhett Ellison,3.84,4.23
1998,TE,Mike Brown,2.02,4.22
2009,TE,Richard Quinn,3.36,4.22
2015,TE,Maxx Williams,4.27,4.22
1992,TE,Mark Chmura,1.75,4.21
2015,TE,Clive Walford,4.18,4.2
2017,TE,Billy Freeman,4.32,4.18
2018,TE,Connor Davis,4.19,4.15
2000,TE,Carlos Nuno,2.74,4.14
2013,TE,Justice Cunningham,3.93,4.14
2016,TE,Kivon Cartwright,4.13,4.14
1987,TE,Gerald Bayless,1.88,4.12
2017,TE,Ryan Owens,4.25,4.12
2014,TE,Kaneakua Friel,3.94,4.11
2016,TE,Bryce Williams,4.33,4.11
2017,TE,Hunter Thurley,4.32,4.11
2000,TE,Terrance McCaskey,2.46,4.1
2017,TE,DJ Dowdy,4.22,4.09
2013,TE,Alex Schneider,3.79,4.08
2019,TE,Romello Brooker,4.08,4.08
2009,TE,Davon Drew,3.01,4.07
2001,TE,Russell Stewart,2.16,4.06
1990,TE,Dave Colonna,2.49,4.03
2006,TE,Daniel Fells,2.73,4.03
2018,TE,Jeff Illies,4.09,4.03
2014,TE,Anthony Denham,3.74,4.02
